,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
241,Eric Wright,TAM,27,cb/RCB,10,10,1,60,1,60,7,0,0,1,0,0,,37,33,4,0,0,
242,John Abraham,ATL,34,DE,16,15,0,0,0,0,8,6,0,0,0,0,10.0,35,32,3,12,19,
243,Erik Coleman,DET,30,ss,12,7,1,0,0,0,3,,,,,,,47,32,15,0,2,
244,Fletcher Cox,PHI,22,RDT,15,9,0,0,0,0,3,1,0,0,0,0,5.5,39,32,7,8,10,
245,Elvis Dumervil,DEN,28,DE,16,16,0,0,0,0,1,6,0,0,0,0,11.0,54,32,22,6,20,1
246,M.D. Jennings,GNB,24,FS/s,16,10,1,72,1,72,2,,,,,,,45,32,13,0,0,
247,Leonard Johnson,TAM,22,db/rcb,16,6,3,86,1,83,9,1,1,1,1,0,,37,32,5,3,0,
248,Adam Jones,CIN,29,db/lcb/rcb,16,5,0,0,0,0,9,1,0,0,0,0,1.0,37,32,5,2,1,
249,Corey Lynch,SDG,27,ss,16,4,2,50,0,30,7,0,0,1,0,0,,39,32,7,4,0,
250,Clay Matthews,GNB,26,ROLB,12,12,0,0,0,0,3,1,0,0,0,0,13.0,43,32,11,15,24,
251,Rob Ninkovich,NWE,28,DE/lb,16,16,,,,,,5,0,4,3,0,8.0,58,32,26,9,12,
252,Julius Peppers,CHI,32,DE,16,16,0,0,0,0,2,1,0,4,6,0,11.5,39,32,7,13,15,
253,Ropati Pitoitua,KAN,27,DE,15,10,0,0,0,0,1,1,0,0,0,0,2.0,51,32,19,5,4,
254,Justin Rogers,BUF,24,cb,16,1,1,-1,0,-1,5,0,1,0,0,0,,37,32,5,2,0,
255,Kroy Biermann,ATL,27,de,16,3,,,,,,,,,,,4.0,46,31,15,5,13,
256,Nate Clements,CIN,33,db/lcb/ss,15,9,1,21,0,21,5,1,0,0,0,0,,53,31,22,0,1,
257,Chris Clemons,SEA,31,DE,16,16,0,0,0,0,4,3,0,1,0,0,11.5,40,31,9,8,21,
258,Steve Gregory,NWE,29,S,12,12,3,50,0,36,5,2,0,2,30,1,,37,31,6,0,0,
259,LeRoy Hill,SEA,30,LB,13,12,,,,,,1,0,0,0,0,1.5,47,31,16,2,3,
260,Tyson Jackson,KAN,26,DE,15,15,0,0,0,0,3,,,,,,3.0,43,31,12,3,4,
261,Pat Lee,2TM,28,,15,7,1,4,0,4,4,1,0,0,0,0,,37,31,6,1,0,
262,Brandon Mebane,SEA,27,RDT,16,16,0,0,0,0,3,0,0,1,0,0,3.0,56,31,25,4,5,
263,Henry Melton,CHI,26,DT,14,14,,,,,,2,0,0,0,0,6.0,43,31,12,9,8,
264,Ryan Mouton,TEN,26,db,13,2,0,0,0,0,3,,,,,,,42,31,11,2,0,
265,Colt Anderson,PHI,27,fs/ss,14,4,1,4,0,4,3,1,0,0,0,0,,33,30,3,1,0,
266,Ahmad Black,TAM,23,fs,16,1,2,34,0,34,5,1,0,0,0,0,,36,30,6,0,1,
267,Antonio Cromartie,NYJ,28,CB,16,16,3,53,1,40,13,,,,,,,35,30,5,1,0,
268,Tim Dobbins,HOU,30,lb/mlb,14,6,1,7,0,7,4,0,0,4,32,0,,43,30,13,2,3,
269,Brandon Graham,PHI,24,de,16,6,0,0,0,0,1,2,0,1,0,0,5.5,38,30,8,7,11,
270,Charles Johnson,CAR,26,DE,16,16,0,0,0,0,4,7,0,1,0,0,12.5,41,30,11,7,17,
271,Paul Kruger,BAL,26,de/lb,15,6,1,0,0,0,6,1,0,1,9,0,9.0,42,30,12,11,14,
272,Jacob Lacey,DET,25,lcb/RCB,11,9,1,10,0,10,4,,,,,,,36,30,6,3,0,
273,Manny Lawson,CIN,28,LB,16,10,0,0,0,0,1,1,0,0,0,0,2.0,39,30,9,3,1,
274,Kaluka Maiava,CLE,25,LB,16,13,0,0,0,0,3,2,0,0,0,0,2.0,48,30,18,1,4,
275,Sen'Derrick Marks,TEN,25,DT/ldt/rdt,14,14,0,0,0,0,3,1,0,0,0,0,1.5,41,30,11,3,6,
276,Dimitri Patterson,2TM,29,,9,6,0,0,0,0,5,,,,,,,33,30,3,0,1,
277,Ahtyba Rubin,CLE,26,DT,13,13,0,0,0,0,2,2,0,0,0,0,2.0,44,30,14,4,4,
278,Tim Shaw,TEN,28,mlb,16,2,,,,,,1,0,0,0,0,,44,30,14,2,0,
279,Jimmy Smith,BAL,24,lcb,11,2,0,0,0,0,3,,,,,,,34,30,4,1,0,
280,Don Carey,DET,25,fs/s/ss,9,6,2,51,0,28,5,,,,,,,39,29,10,2,1,
281,Patrick Chung,NWE,25,S,12,8,2,27,0,27,5,,,,,,,44,29,15,2,0,
282,Dan Connor,DAL,27,lb/mlb,14,8,0,0,0,0,1,,,,,,,55,29,26,3,0,
283,Chris Crocker,CIN,32,fs/SS,13,9,3,52,0,29,5,0,0,1,12,0,,41,29,12,1,1,
284,Abram Elam,KAN,31,fs/s,12,7,0,10,0,10,2,,,,,,,35,29,6,1,0,
285,William Hayes,STL,27,,16,0,0,0,0,0,2,0,0,1,0,0,7.0,35,29,6,12,14,
286,Israel Idonije,CHI,32,DE/dt,16,11,,,,,,1,0,0,0,0,7.5,48,29,19,8,9,
287,Albert McClellan,BAL,26,LB,14,11,0,0,0,0,2,1,0,2,0,0,1.0,42,29,13,6,1,
288,Troy Polamalu,PIT,31,ss,7,7,1,1,0,1,3,,,,,,1.0,34,29,5,1,1,
289,Keith Rivers,NYG,26,lb,11,6,0,0,0,0,1,0,0,1,0,0,,38,29,9,2,2,
290,Frostee Rucker,CLE,29,DE,16,16,0,0,0,0,1,1,0,0,0,0,4.0,48,29,19,4,6,
291,D.J. Smith,GNB,23,mlb,6,6,0,0,0,0,4,,,,,,2.0,39,29,10,4,3,
292,Vince Wilfork,NWE,31,DT/ldt,16,16,0,0,0,0,6,3,0,4,2,0,3.0,48,29,19,6,4,
293,Will Witherspoon,TEN,32,mlb,14,5,1,40,1,40,2,1,0,0,0,0,1.0,47,29,18,1,1,
294,Isa Abdul-Quddus,NOR,23,fs,15,3,2,12,0,12,8,0,0,1,0,0,,38,28,10,0,0,
295,Cliff Avril,DET,26,DE,16,16,0,0,0,0,1,2,0,0,0,0,9.5,35,28,7,10,14,
296,Jason Babin,2TM,32,,16,16,,,,,,4,0,1,0,0,7.0,37,28,9,8,18,
297,Justin Bannan,DEN,33,NT,16,15,0,0,0,0,4,1,0,1,0,0,,42,28,14,2,0,
298,Quincy Black,TAM,28,lb,9,5,,,,,,0,0,2,0,0,,35,28,7,3,0,
299,Nigel Bradham,BUF,23,LB,16,11,0,0,0,0,1,0,0,1,0,0,,49,28,21,2,0,
300,Louis Delmas,DET,25,FS,8,8,1,0,0,0,2,,,,,,,38,28,10,3,1,
301,Jayron Hosley,NYG,22,cb/rcb,12,6,1,0,0,0,4,1,0,1,0,0,,36,28,8,1,0,
302,Trumaine Johnson,STL,22,lcb/rcb,16,3,2,4,0,4,8,,,,,,,30,28,2,2,0,
303,Ray McDonald,SFO,28,LDT,16,16,0,0,0,0,1,1,0,0,0,0,2.5,38,28,10,5,4,1
304,Haruki Nakamura,CAR,26,FS,13,13,2,39,0,21,4,,,,,,,45,28,17,1,1,
305,Dontari Poe,KAN,22,NT,16,16,0,0,0,0,4,,,,,,,38,28,10,3,3,
306,Ricardo Silva,DET,24,fs/ss,10,6,1,26,0,26,3,0,0,1,0,0,,37,28,9,0,0,
307,Osi Umenyiora,NYG,31,de,16,4,0,0,0,0,1,2,0,0,0,0,6.0,43,28,15,7,11,
308,Kyle Vanden Bosch,DET,34,DE,16,16,0,0,0,0,1,,,,,,3.5,36,28,8,9,15,1
309,Kevin Vickerson,DEN,29,DT,16,14,0,0,0,0,1,1,0,0,0,0,2.0,40,28,12,5,5,
310,Brendon Ayanbadejo,BAL,36,lb,16,3,0,0,0,0,1,0,0,1,0,0,1.0,43,27,16,2,2,
311,Chris Cook,MIN,25,RCB,10,10,0,0,0,0,6,,,,,,1.0,35,27,8,1,1,
312,Mike DeVito,NYJ,28,dt/nt/T,16,15,,,,,,2,0,0,0,0,1.0,52,27,25,2,1,
313,Dwan Edwards,CAR,31,DT,14,14,0,0,0,0,1,1,0,0,0,0,6.0,52,27,25,7,10,
314,Nick Fairley,DET,24,dt,13,7,0,0,0,0,1,2,0,1,0,0,5.5,34,27,7,11,13,
315,Moise Fokou,IND,27,mlb,16,1,0,0,0,0,2,1,0,0,0,0,1.0,38,27,11,2,4,
316,Jason Hatcher,DAL,30,DT,16,16,0,0,0,0,1,0,0,1,0,1,4.0,51,27,24,5,13,
317,Jarret Johnson,SDG,31,LB,15,14,,,,,,1,0,0,0,0,1.5,40,27,13,2,4,
318,Arthur Jones,BAL,26,de/dt,16,6,,,,,,1,0,0,0,0,4.5,47,27,20,5,13,
319,Mathias Kiwanuka,NYG,29,lb,16,5,,,,,,,,,,,3.0,37,27,10,5,5,
320,Ryan Pickett,GNB,33,DE/nt,16,16,0,0,0,0,1,,,,,,,51,27,24,2,2,
321,Ernie Sims,DAL,28,lb/mlb,10,6,,,,,,,,,,,1.0,44,27,17,0,2,
322,Josh Thomas,CAR,23,rcb,16,4,0,0,0,0,7,0,0,1,4,0,,35,27,8,1,0,
323,Justin Tuck,NYG,29,DE,15,14,0,0,0,0,1,,,,,,4.0,45,27,18,4,9,
324,Erik Walden,GNB,27,LOLB,15,9,2,22,0,20,4,,,,,,3.0,46,27,19,3,14,
325,Kyle Williams,BUF,29,dt/NT/rdt,16,16,0,0,0,0,2,,,,,,5.0,46,27,19,10,13,
326,LaMarr Woodley,PIT,28,LOLB,13,13,1,11,0,11,1,1,0,1,0,0,4.0,38,27,11,6,8,
327,Tom Zbikowski,IND,27,SS,11,11,1,20,0,20,4,0,1,0,0,0,1.0,38,27,11,2,1,
328,Desmond Bryant,OAK,27,DT,16,8,0,0,0,0,1,1,0,0,0,0,3.0,36,26,10,8,13,
329,Marcell Dareus,BUF,22,dt/LDT,16,16,0,0,0,0,6,0,0,1,0,0,5.5,39,26,13,5,10,
330,DeJon Gomes,WAS,23,ss,15,3,1,49,0,49,4,0,0,1,13,0,,40,26,14,0,1,
331,Kelvin Hayden,CHI,29,lcb,16,2,1,39,0,39,5,0,0,4,15,0,,37,26,11,0,0,
332,Rob Jackson,WAS,27,lb/ROLB,16,14,4,19,1,17,7,2,0,1,0,0,4.5,35,26,9,9,5,
333,Brett Keisel,PIT,34,DE,16,16,0,0,0,0,1,0,0,1,0,0,4.5,46,26,20,4,9,
334,Dwight Lowery,JAX,26,FS,9,9,1,21,0,21,4,0,0,1,0,0,,31,26,5,1,0,
335,Jared Odrick,MIA,25,DE,16,12,0,0,0,0,2,,,,,,5.0,35,26,9,12,15,
336,Brian Robison,MIN,29,DE,15,15,0,0,0,0,7,3,0,1,0,0,8.5,37,26,11,6,14,
337,O'Brien Schofield,ARI,25,LOLB,9,9,,,,,,,,,,,4.0,34,26,8,6,9,
338,Da'Norris Searcy,BUF,24,,15,0,0,0,0,0,1,2,0,0,0,0,,39,26,13,4,0,
339,Derek Wolfe,DEN,22,DE,16,16,0,0,0,0,2,,,,,,6.0,40,26,14,9,8,
340,Jonathan Babineaux,ATL,31,de/DT,16,16,1,-2,0,-2,4,1,0,1,15,1,3.5,31,25,6,11,6,
341,Jalil Brown,KAN,25,cb/rcb,15,2,0,0,0,0,2,1,0,0,0,0,,25,25,0,0,0,
342,Cedric Griffin,WAS,30,cb/ss,9,2,0,0,0,0,5,1,0,0,0,0,,33,25,8,1,0,
343,Evander Hood,PIT,25,DE,16,16,0,0,0,0,3,0,0,2,1,0,3.0,42,25,17,4,3,
344,Tommy Kelly,OAK,32,NT,16,16,0,0,0,0,2,0,0,1,0,0,1.5,45,25,20,5,5,
345,Chris Long,STL,27,DE,16,16,,,,,,,,,,,11.5,33,25,8,15,19,
346,Colin McCarthy,TEN,23,mlb,7,7,1,49,1,49,1,,,,,,,38,25,13,3,0,
347,D.J. Moore,CHI,25,,13,2,2,2,0,2,6,0,1,0,0,0,,30,25,5,2,0,
348,Matt Shaughnessy,OAK,26,DE,16,16,,,,,,,,,,,3.5,31,25,6,9,11,
349,Ndamukong Suh,DET,25,DT,16,16,0,0,0,0,2,,,,,,8.0,35,25,10,17,32,
350,Ike Taylor,PIT,32,RCB,12,12,1,3,0,3,13,,,,,,,32,25,7,1,0,
351,Greg Toler,ARI,27,cb/rcb,11,2,2,102,1,102,9,,,,,,,26,25,1,1,0,
352,Tavon Wilson,NWE,22,lcb/s,16,4,4,87,0,45,6,0,0,2,0,0,,36,25,11,0,0,
353,Charles Woodson,GNB,36,ss,7,7,1,0,0,0,5,1,0,0,0,0,1.5,38,25,13,1,2,
354,Brandon Boykin,PHI,22,cb,16,4,0,0,0,0,7,1,1,0,0,0,1.0,26,24,2,0,1,
355,Curtis Brown,PIT,24,,15,0,0,0,0,0,1,,,,,,,28,24,4,1,1,
356,Trent Cole,PHI,30,DE,16,16,0,0,0,0,1,1,0,1,0,0,3.0,40,24,16,6,9,
357,Leon Hall,CIN,28,RCB,14,14,2,61,1,44,12,,,,,,,38,24,14,1,0,
358,Chandler Jones,NWE,22,DE,14,13,0,0,0,0,4,3,0,0,0,0,6.0,45,24,21,8,12,
359,Ellis Lankster,NYJ,25,s,15,1,2,0,0,0,6,2,0,0,0,0,1.0,29,24,5,2,2,
360,Kendrick Lewis,KAN,24,FS,9,9,0,0,0,0,1,,,,,,,26,24,2,0,0,
361,Mike Mitchell,OAK,25,ss,16,2,,,,,,,,,,,1.0,32,24,8,2,6,
362,Robert Quinn,STL,22,DE,16,14,0,0,0,0,2,1,0,0,0,0,10.5,29,24,5,11,17,
363,Daniel Te'o-Nesheim,TAM,26,DE/dt,16,14,,,,,,,,,,,4.0,40,24,16,8,8,
364,Marcus Trufant,SEA,32,cb,12,2,0,0,0,0,2,1,0,1,0,0,,34,24,10,0,0,
365,Lardarius Webb,BAL,27,lcb,6,6,1,8,0,8,6,1,0,1,0,0,,25,24,1,0,1,
366,Aaron Williams,BUF,22,LCB,11,10,0,0,0,0,7,1,0,0,0,0,,32,24,8,0,0,
367,Tony Carter,DEN,26,,15,0,2,55,1,40,11,0,0,2,65,1,,27,23,4,0,0,
368,Darnell Dockett,ARI,31,DT,15,14,0,0,0,0,4,,,,,,1.5,34,23,11,4,9,
369,Tashaun Gipson,CLE,22,fs,10,3,1,23,0,23,1,,,,,,,29,23,6,0,0,
370,Jonte Green,DET,23,cb/rcb,15,5,1,18,0,18,4,,,,,,1.0,29,23,6,6,13,
371,Gerald McCoy,TAM,24,DT,16,16,0,0,0,0,2,1,0,1,0,0,5.0,30,23,7,9,15,
372,Domata Peko,CIN,28,NT,16,16,0,0,0,0,3,0,0,1,0,0,2.0,53,23,30,5,6,
373,John Wendling,DET,29,fs,16,3,,,,,,,,,,,,29,23,6,0,0,
374,Quinton Coples,NYJ,22,de,16,2,0,0,0,0,1,,,,,,5.5,30,22,8,9,14,
375,Brian Cushing,HOU,25,lb/mlb,5,5,1,1,0,1,2,1,0,0,0,0,,29,22,7,0,2,
376,Demario Davis,NYJ,23,lb,16,3,,,,,,0,0,1,-4,0,,26,22,4,1,0,
377,David Hawthorne,NOR,27,LB,11,10,0,0,0,0,1,,,,,,,38,22,16,4,0,
378,Mark Herzlich,NYG,25,lb/mlb,16,2,,,,,,,,,,,,30,22,8,0,0,
379,Cullen Jenkins,PHI,31,LDT,16,16,0,0,0,0,1,1,0,1,0,0,4.0,26,22,4,7,6,
380,Austen Lane,JAX,25,de,11,7,,,,,,1,0,0,0,0,2.0,32,22,10,1,9,
381,Robert Mathis,IND,31,LB,12,12,1,1,0,1,2,1,0,0,0,0,8.0,33,22,11,9,13,
382,Cory Redding,IND,32,DE,14,14,0,0,0,0,4,0,0,1,0,0,2.0,36,22,14,5,4,
383,Sam Shields,GNB,25,RCB,10,8,3,32,0,32,10,0,1,1,0,0,1.0,26,22,4,1,1,
384,Antonio Smith,HOU,31,DE,16,16,0,0,0,0,3,2,0,1,0,0,7.0,30,22,8,7,19,
385,Corey White,NOR,22,cb/db/lcb,10,4,1,0,0,0,3,,,,,,,28,22,6,1,3,
386,Pat Angerer,IND,25,mlb,11,3,0,0,0,0,1,1,0,0,0,0,,28,21,7,1,2,
387,Kyle Bosworth,JAX,26,lb,16,5,1,10,0,10,1,0,1,0,0,0,,27,21,6,4,1,
388,Chykie Brown,BAL,26,cb,16,1,0,0,0,0,4,,,,,,,25,21,4,1,0,
389,Quintin Demps,HOU,27,,12,0,0,0,0,0,5,0,0,1,0,0,,27,21,6,2,0,
390,Will Hill,NYG,22,,12,0,0,0,0,0,2,1,0,1,0,0,,27,21,6,2,0,
391,Jerry Hughes,IND,24,lb,16,6,0,0,0,0,1,,,,,,4.0,32,21,11,7,10,
392,Mike Martin,TEN,22,,16,1,,,,,,,,,,,3.0,36,21,15,6,7,
393,Jeromy Miles,CIN,25,ss,16,1,,,,,,,,,,,,28,21,7,0,1,
394,Johnny Patrick,NOR,24,cb,15,1,0,0,0,0,2,,,,,,,24,21,3,0,0,
395,Isaac Sopoaga,SFO,31,NT,15,9,,,,,,,,,,,1.0,27,21,6,3,1,
396,Danny Trevathan,DEN,22,,16,0,0,0,0,0,2,,,,,,1.0,30,21,9,1,1,
397,Vance Walker,ATL,25,de/dt,16,9,,,,,,1,0,0,0,0,3.0,32,21,11,4,3,
398,Jacquian Williams,NYG,24,lb,10,3,0,0,0,0,2,,,,,,1.0,30,21,9,1,1,
399,Will Allen,PIT,30,ss,16,7,0,0,0,0,3,1,0,0,0,0,,34,20,14,0,0,
400,Ron Bartell,2TM,30,,7,7,0,0,0,0,5,,,,,,,27,20,7,0,1,
401,Michael Brockers,STL,22,RDT,13,12,0,0,0,0,1,1,0,0,0,0,4.0,31,20,11,7,6,
402,Darius Butler,IND,26,cb/rcb,11,4,4,101,2,51,7,1,0,1,0,0,,28,20,8,0,0,
403,Victor Butler,DAL,25,lb,16,1,0,0,0,0,3,2,0,1,0,0,3.0,23,20,3,3,5,
404,Chris Canty,NYG,30,de/dt/rdt,9,9,,,,,,,,,,,3.0,26,20,6,5,6,
405,Jermelle Cudjo,STL,26,de/rdt,15,4,,,,,,,,,,,1.0,21,20,1,3,1,
406,Everson Griffen,MIN,25,de,16,1,1,29,1,29,2,0,0,2,5,0,8.0,23,20,3,11,20,
407,Eric Hagg,CLE,23,fs/ss,12,4,0,0,0,0,1,,,,,,,22,20,2,0,1,
408,Davon House,GNB,23,cb/rcb,9,5,0,0,0,0,5,,,,,,1.0,26,20,6,1,1,
409,Terrance Knighton,JAX,26,dt,16,4,0,0,0,0,2,2,0,0,0,0,2.0,32,20,12,5,6,
410,Rashean Mathis,JAX,32,db/lcb,12,4,0,0,0,0,5,,,,,,,20,20,0,0,0,
411,Ryan Mundy,PIT,27,fs/ss,16,3,0,0,0,0,2,0,0,1,0,0,,24,20,4,3,0,
412,Sione Pouha,NYJ,33,NT,12,10,0,0,0,0,1,,,,,,1.0,29,20,9,1,1,
413,Jonathan Vilma,NOR,30,LB,11,10,1,18,1,18,2,,,,,,1.0,37,20,17,5,2,
414,Corey Wootton,CHI,25,de,16,7,0,0,0,0,1,2,0,0,0,0,7.0,27,20,7,4,13,
415,Jamell Fleming,ARI,23,cb/db,15,3,0,0,0,0,1,,,,,,,22,19,3,0,0,
416,Eric Frampton,DAL,28,ss,13,2,0,0,0,0,2,0,0,1,3,0,,30,19,11,2,0,
417,Andrew Gachkar,SDG,24,,16,0,,,,,,,,,,,1.0,23,19,4,3,1,
418,Antonio Johnson,IND,28,NT,14,13,,,,,,,,,,,,26,19,7,0,2,
419,Garrett McIntyre,NYJ,28,lb,16,4,0,0,0,0,1,0,0,1,0,0,3.5,27,19,8,5,6,
420,Leodis McKelvin,BUF,27,lcb,13,4,1,9,0,9,3,,,,,,,20,19,1,0,1,
421,Earl Mitchell,HOU,25,nt,16,3,0,0,0,0,3,1,0,0,0,0,,31,19,12,1,1,
422,Chris Owens,ATL,26,cb,13,1,0,0,0,0,4,1,0,0,0,0,,22,19,3,1,0,
423,Brooks Reed,HOU,25,LB,12,12,0,0,0,0,3,1,0,0,0,0,2.5,27,19,8,4,7,
424,Stanford Routt,2TM,29,,9,7,2,49,0,32,4,1,0,0,0,0,,21,19,2,0,0,
425,Coty Sensabaugh,TEN,24,cb/db,16,3,0,0,0,0,2,,,,,,,26,19,7,0,0,
426,Cedric Thornton,PHI,24,,16,0,,,,,,0,1,0,0,0,1.0,27,19,8,4,2,
427,Kevin Williams,MIN,32,DT,16,16,0,0,0,0,7,0,0,2,0,0,2.0,30,19,11,5,7,
428,Billy Winn,CLE,23,DT,16,10,1,0,0,0,3,0,0,2,35,0,1.0,26,19,7,5,5,
429,Alan Ball,HOU,27,rcb,11,1,0,0,0,0,3,1,0,0,0,0,,21,18,3,0,0,
430,Josh Bynes,BAL,23,lb/mlb,10,3,0,0,0,0,1,,,,,,,31,18,13,1,1,
431,Adam Hayward,TAM,28,lb,16,5,0,0,0,0,2,,,,,,,24,18,6,1,0,
432,Chris Hope,ATL,32,s,16,4,,,,,,0,0,1,0,0,,26,18,8,1,0,
433,John Hughes,CLE,24,dt,16,2,0,0,0,0,1,,,,,,3.0,34,18,16,4,3,
434,James Ihedigbo,BAL,29,ss,16,3,0,0,0,0,1,,,,,,1.0,25,18,7,4,4,
435,James-Michael Johnson,CLE,23,LB,10,8,,,,,,,,,,,,33,18,15,2,0,
436,Tom Johnson,NOR,28,,15,0,,,,,,,,,,,2.0,28,18,10,3,6,
437,Kendall Langford,STL,26,LDT,16,16,0,0,0,0,2,,,,,,2.0,27,18,9,4,6,
438,Pernell McPhee,BAL,24,de/dt,12,6,,,,,,,,,,,1.5,21,18,3,4,8,
439,Sterling Moore,2TM,22,,13,0,0,0,0,0,2,1,0,1,14,0,,22,18,4,0,0,
440,Juqua Parker,CLE,34,,16,0,,,,,,2,0,1,0,0,6.0,24,18,6,9,11,
441,Jason Phillips,CAR,26,lb,16,2,,,,,,1,0,0,0,0,,22,18,4,1,0,
442,Kenny Phillips,NYG,26,db/lb/ss,7,6,0,0,0,0,3,,,,,,,24,18,6,0,0,
443,Paul Soliai,MIA,29,DT/rdt,16,16,0,0,0,0,2,0,0,1,0,0,1.5,29,18,11,8,5,
444,Randy Starks,MIA,29,de/DT/ldt,16,16,1,4,0,4,4,,,,,,4.5,27,18,9,5,9,
445,Bryan Thomas,NYJ,33,LB,12,10,0,0,0,0,1,,,,,,2.5,24,18,6,7,4,
446,Olivier Vernon,MIA,22,,16,0,,,,,,1,0,0,0,0,3.5,23,18,5,3,9,
447,Jason Worilds,PIT,24,lolb,16,3,0,0,0,0,1,,,,,,5.0,22,18,4,6,9,
448,Jonathan Casillas,NOR,25,lb,14,1,0,0,0,0,1,0,0,2,0,0,,25,17,8,1,0,
449,Bradley Fletcher,STL,26,cb/db,16,4,1,2,0,2,8,1,0,0,0,0,1.0,22,17,5,0,1,
450,Drayton Florence,DET,32,lcb/rcb/ss,8,3,1,29,0,29,7,,,,,,,19,17,2,2,2,
451,Tysyn Hartman,KAN,23,fs/s,11,2,0,0,0,0,3,,,,,,,22,17,5,2,0,
452,Richard Marshall,MIA,28,cb/rcb,4,4,1,7,0,7,6,,,,,,,17,17,0,0,0,
453,Sherrod Martin,CAR,28,,12,0,0,0,0,0,3,1,0,0,0,0,,20,17,3,0,0,
454,Clinton McDonald,SEA,25,,14,0,0,0,0,0,1,,,,,,,25,17,8,2,1,
455,Kendall Reyes,SDG,23,de,16,4,0,0,0,0,1,,,,,,5.5,29,17,12,7,10,
456,Brandon Siler,KAN,27,lilb,16,4,,,,,,1,0,0,0,0,,19,17,2,1,0,
457,Terrell Suggs,BAL,30,LB,8,8,0,0,0,0,4,,,,,,2.0,22,17,5,3,5,
458,Jason Trusnik,MIA,28,lb,16,2,,,,,,,,,,,,25,17,8,1,0,
459,Shareece Wright,SDG,25,,10,0,0,0,0,0,2,1,0,0,0,0,,17,17,0,1,0,
460,Jon Beason,CAR,27,mlb,4,4,1,2,0,2,2,,,,,,,28,16,12,0,1,
461,Rocky Bernard,NYG,33,dt/rdt,12,5,,,,,,,,,,,1.0,30,16,14,2,1,
462,Alan Branch,SEA,28,LDT,16,16,0,0,0,0,2,0,0,1,0,0,1.0,29,16,13,1,5,
463,Jarrett Bush,GNB,28,rcb,16,1,,,,,,0,0,1,0,0,,20,16,4,0,0,
464,Tyrone Crawford,DAL,23,,16,0,,,,,,,,,,,,20,16,4,1,4,
465,Jermaine Cunningham,NWE,24,de,12,3,,,,,,0,0,2,0,0,2.5,24,16,8,3,6,
466,Aubrayo Franklin,SDG,32,DT/nt,12,9,,,,,,,,,,,,20,16,4,0,0,
467,Josh Gordy,IND,25,db,15,1,,,,,,,,,,,1.0,19,16,3,1,1,
468,Letroy Guion,MIN,25,NT,15,15,0,0,0,0,1,,,,,,2.0,31,16,15,3,2,
469,Melvin Ingram,SDG,23,lb,16,2,0,0,0,0,5,1,0,0,0,0,1.0,29,16,13,4,3,
470,Brandon McDonald,TAM,27,cb/db,11,2,1,40,0,40,2,,,,,,,24,16,8,1,0,
471,Tracy Porter,DEN,26,rcb,6,4,1,43,1,43,6,,,,,,,21,16,5,2,0,
472,B.J. Raji,GNB,26,NT,14,14,0,0,0,0,2,,,,,,,26,16,10,2,1,
473,Vincent Rey,CIN,25,lb,16,1,0,0,0,0,1,,,,,,1.0,22,16,6,1,1,
474,Orlando Scandrick,DAL,25,cb,11,3,0,0,0,0,4,,,,,,,21,16,5,2,0,
475,R.J. Stanford,MIA,24,,16,0,,,,,,,,,,,,21,16,5,2,0,
476,Kamerion Wimbley,TEN,29,DE,16,16,,,,,,1,0,1,2,0,6.0,30,16,14,4,10,
477,Alex Albright,DAL,24,lb,14,2,,,,,,,,,,,,18,15,3,1,0,
478,Jamar Chaney,PHI,26,lb,14,5,0,0,0,0,1,,,,,,,20,15,5,0,0,
479,Barry Cofield,WAS,28,NT,16,16,0,0,0,0,5,1,0,0,0,0,2.5,36,15,21,5,14,
480,Marquice Cole,NWE,29,db,14,1,1,0,0,0,3,,,,,,,17,15,2,3,0,
481,Fred Evans,MIN,29,nt,16,1,0,0,0,0,2,,,,,,2.0,23,15,8,5,3,
482,Junior Galette,NOR,24,de,12,1,,,,,,1,0,0,0,0,5.0,18,15,3,6,9,
483,Wallace Gilberry,CIN,28,,14,0,,,,,,1,0,3,31,1,6.5,24,15,9,6,9,
484,Ma'ake Kemoeatu,BAL,33,NT,15,13,0,0,0,0,2,1,0,0,0,0,1.0,29,15,14,2,2,
485,Joe Lefeged,IND,24,ss,16,4,,,,,,0,0,1,4,0,,20,15,5,,,
486,Sean Lissemore,DAL,25,dt/nt,10,6,,,,,,,,,,,1.0,35,15,20,1,2,
487,Brice McCain,HOU,26,c/rcb,12,2,1,86,0,86,8,,,,,,0.5,19,15,4,0,2,
488,Whitney Mercilus,HOU,22,lb,16,4,0,0,0,0,1,2,0,1,0,0,6.0,18,15,3,6,7,
489,Roy Miller,TAM,25,DT,15,14,0,0,0,0,1,,,,,,,23,15,8,2,0,
490,Brandian Ross,OAK,23,rcb,14,1,,,,,,,,,,,,17,15,2,3,3,
491,Darryl Sharpton,HOU,24,mlb,7,5,1,-2,0,-2,1,0,0,1,0,0,,27,15,12,1,2,
492,Dan Skuta,CIN,26,,16,0,0,0,0,0,1,,,,,,,26,15,11,0,0,
493,Amari Spievey,DET,24,ss,5,2,,,,,,,,,,,,18,15,3,0,0,
494,C.J. Wilson,GNB,25,de,11,7,0,0,0,0,1,,,,,,2.5,24,15,9,3,4,
